ChEMBLID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL49,BUSPIRONE,BCI-024|BUSPIRONE|Buspar|Buspirone|GEN-BUSPIRONE,Small molecule,4,385.51,176,1080,2.09,69.64,6,0,0,6,N,0.55,None,7.62,1.78,1.35,1,MOL,0,28,7,0,0,385.2478,NEUTRAL,C21H31N5O2,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,QWCRAEMEVRGPNT-UHFFFAOYSA-N
CHEMBL589,ROPINIROLE,NSC-758917|ROPINIROLE|Requip|Ropinirole|SK&F 101468,Small molecule,4,260.38,38,136,2.85,32.34,2,1,0,7,N,0.82,12.27,10.17,3.06,0.36,1,MOL,0,19,3,1,0,260.1889,BASE,C16H24N2O,CCCN(CCC)CCc1cccc2c1CC(=O)N2,UHSKFQJFRQCDBE-UHFFFAOYSA-N
CHEMBL1113,AMOXAPINE,"AMOXAPINE|ASENDIS|Asendin|CL 67,772|CL 67772|CL-67,772|CL-67772|DEFANYL|NSC-759559",Small molecule,4,313.79,173,936,3.43,36.86,4,1,0,0,N,0.81,None,8.83,3.08,1.64,2,MOL,0,22,4,1,0,313.0982,BASE,C17H16ClN3O,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,QWGDMFLQWFTERH-UHFFFAOYSA-N
CHEMBL1482,BETHANECHOL,BETHANECHOL|Bethanechol,Small molecule,4,161.22,18,45,0.18,52.32,2,1,0,3,Y,0.6,None,None,-4.14,-4.14,0,MOL,0,11,4,2,0,161.1285,NEUTRAL,C7H17N2O2+,CC(C[N+](C)(C)C)OC(N)=O,NZUPCNDJBJXXRF-UHFFFAOYSA-O
CHEMBL523,NORDAZEPAM,CALMDAY|Calmday|DEMADAR|DESMETHYLDIAZEPAM|Desmethyldiazepam|Desoxydemoxepam|MADAR|Madar|N-DESMETHYLDIAZEPAM|NORDAZEPAM|NORDAZEPAM CIV|NORDIAZEPAM|NSC-46078|NSC-631619|Nordazepam|PRAXADIUM|RO 5-2180|Stilny|Vegesan,Small molecule,0,270.72,27,90,3.13,41.46,2,1,0,1,N,0.85,12.3,2.85,3.21,3.21,2,MOL,0,19,3,1,0,270.056,NEUTRAL,C15H11ClN2O,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,AKPLHCDWDRPJGD-UHFFFAOYSA-N
CHEMBL2104153,CYAMEMAZINE,CYAMEMAZINE|CYAMEPROMAZINE|FL-6229|KYAMEPROMAZIN|RP 7204|RP-7204|TERCIAN|TH-2602,Small molecule,0,323.47,4,27,4.36,30.27,4,0,0,4,N,0.84,None,9.42,4.27,2.26,2,MOL,0,23,3,0,0,323.1456,BASE,C19H21N3S,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,SLFGIOIONGJGRT-UHFFFAOYSA-N
CHEMBL1286,LEVETIRACETAM,AGB-101|DESITREND|ELEPSIA|ELEPSIA XR|KEPPRA XR|Keppra|LEVETIRACETAM|LEVETIRACETAM ACCORD|LEVETIRACETAM ACTAVIS|LEVETIRACETAM HOSPIRA|LEVETIRACETAM IN SODIUM CHLORIDE|LEVETIRACETAM SUN|LEVETIRACETAM TEVA|LEVETIRACETAME|MATEVER|N03AX14|NSC-760119|SPRITAM|UCB 22059|UCB L059|UCB-22059|UCB-L059,Small molecule,4,170.21,29,123,-0.13,63.4,2,1,0,3,N,0.64,None,None,-0.59,-0.59,0,MOL,0,12,4,2,0,170.1055,NEUTRAL,C8H14N2O2,CC[C@@H](C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-LURJTMIESA-N
CHEMBL1201087,CABERGOLINE,CABASER|CABERGOLINE|Dostinex|FCE 21336|FCE-21336|VELACTIS,Small molecule,4,451.62,10,60,3.19,71.68,4,2,0,8,N,0.6,None,9.32,2.58,-0.05,2,MOL,0,33,7,2,0,451.2947,BASE,C26H37N5O2,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,KORNTPPJEAJQIU-KJXAQDMKSA-N
CHEMBL108,CARBAMAZEPINE,ARBIL MR|BISTON|CARBAGEN SR|CARBAMAZEPINE|CARBAMAZEPINE ANHYDROUS|CARBAMAZEPINE EXTENDED RELEASE|CARBAMAZEPINUM|CARNEXIV|Carbatrol|EPIMAZ|EPIMAZ RET|Epitol|Equetro|FINLEPSIN|G-32883|GEIGY 32883|KARBAMAZEPIN|KARBELEX|NEUROTOL|NEUROTOP|NSC-169864|SIRTAL|SIRTAL RET|STAZEPINE|TEGRETAL|TEGRETOL CHEWTAB|TEGRETOL PROLONGED RELEASE|TEGRETOL-XR|TELESMIN|TERIL RET|TIMONIL|TIMONIL 200 RET|TIMONIL 400 RET|Tegretol|Tegretol XR|Teril,Small molecule,4,236.27,210,3169,3.39,46.33,1,1,0,0,N,0.75,None,None,2.77,2.77,2,MOL,0,18,3,2,0,236.095,NEUTRAL,C15H12N2O,NC(=O)N1c2ccccc2C=Cc2ccccc21,FFGPTBGBLSHEPO-UHFFFAOYSA-N
CHEMBL3833389,DEXTROMORAMIDE,"ACSCN-9613|ALCOID|DEXTROMORAMIDE|IDS-ND-003|JETRIUM|LINFADOL|MCP-875|MORAMIDE|NARCOLO|PALFADONNA|R-875|RACEMORAMIDE, (S)-|SKF-5137|TROXILAN|YETRIUM",Small molecule,4,392.54,,,3.71,32.78,3,0,0,6,N,0.75,None,7.67,3.8,3.35,2,MOL,0,29,4,0,0,392.2464,NEUTRAL,C25H32N2O2,C[C@@H](CC(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)N1CCOCC1,XHKXWINHANRSNT-NRFANRHFSA-N
CHEMBL2028019,CARIPRAZINE,CARIPRAZINE|FRI-7000188|GED-129|MP-214|REAGILA|RGH-188,Small molecule,4,427.42,19,87,4.34,38.82,3,1,0,5,N,0.76,None,7.91,4.06,3.43,1,MOL,0,28,5,1,0,426.1953,NEUTRAL,C21H32Cl2N4O,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,KPWSJANDNDDRMB-QAQDUYKDSA-N
CHEMBL66092,LAQUINIMOD,ABR-215062|ABR-215062 FREE ACID|LAQUINIMOD|TV-5600 FREE ACID,Small molecule,3,356.81,6,15,3.56,62.54,4,1,0,3,N,0.78,5.02,None,2.55,0.3,3,MOL,0,25,5,1,0,356.0928,ACID,C19H17ClN2O3,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,GKWPCEFFIHSJOE-UHFFFAOYSA-N
CHEMBL3707389,AMINO(DIPHENYLHYDANTOIN) VALERIC ACID,AMINO(DIPHENYLHYDANTOIN) VALERIC ACID,Small molecule,0,367.41,,,1.67,112.73,4,3,0,7,N,0.64,1.68,9.2,-0.42,-0.43,2,MOL,0,27,7,4,0,367.1532,ZWITTERION,C20H21N3O4,NC(CCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)C(=O)O,PAJBBDCZSMDSFL-UHFFFAOYSA-N
CHEMBL2110809,CAPTODIAME,CAPTODIAME|CAPTODIAMINE,Small molecule,0,359.6,,,5.96,3.24,3,0,1,10,N,0.38,None,8.94,6.13,4.58,2,MOL,0,24,1,0,1,359.1741,BASE,C21H29NS2,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,IZLPZXSZLLELBJ-UHFFFAOYSA-N
CHEMBL3989752,OXETORONE,OXETORONE,Small molecule,0,319.4,,,4.71,25.61,3,0,0,3,N,0.7,None,9.76,3.92,1.59,3,MOL,0,24,3,0,0,319.1572,BASE,C21H21NO2,CN(C)CCC=C1c2ccccc2OCc2c1oc1ccccc21,VZVRZTZPHOHSCK-UHFFFAOYSA-N
CHEMBL1182743,RIMAZOLIUM,RIMAZOLIUM|RIMAZOLIUM CATION|RIMAZOLIUM ION,Small molecule,0,251.31,,,0.75,52.18,4,0,0,2,N,0.58,None,None,-2.39,-2.39,1,MOL,0,18,5,0,0,251.139,NEUTRAL,C13H19N2O3+,CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2,JOWRFSPJFXLGGY-UHFFFAOYSA-N
CHEMBL559288,PIRITRAMIDE,DIPIDOLOR|IDS-NP-013|PIRINITRAMIDE|PIRITRAMIDE|R 3365|R-3365,Small molecule,3,430.6,4,9,3.69,73.36,4,1,0,7,N,0.73,None,8.87,3.39,1.86,2,MOL,0,32,5,2,0,430.2733,BASE,C27H34N4O,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,IHEHEFLXQFOQJO-UHFFFAOYSA-N
CHEMBL12713,SERTINDOLE,LU 23-174|LU-23-174|SERDOLECT|SERTINDOLE|SerLect|ZERDOL,Small molecule,4,440.95,49,162,4.63,40.51,3,1,0,5,N,0.63,None,8.56,4.15,2.96,3,MOL,0,31,5,1,0,440.1779,BASE,C24H26ClFN4O,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,GZKLJWGUPQBVJQ-UHFFFAOYSA-N
CHEMBL288470,AMINOPYRINE,4-DIMETHYLAMINOANTIPYRINE|AMIDAZOPHENE|AMIDOPYRAZOLINE|AMIDOPYRINE|AMINOPHENAZONE|AMINOPYRINE|Aminopyrine|BRUFANEUXOL|DEREUMA|FEBRON|ITAMIDONE|MAMALLET A|NETSUSARIN|NSC-4993,Small molecule,4,231.3,38,140,1.55,30.17,4,0,0,2,N,0.78,None,3.66,1.15,1.15,2,MOL,0,17,4,0,0,231.1372,NEUTRAL,C13H17N3O,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N
CHEMBL3833347,DEANOL ACEGLUMATE,DEANOL|DEANOL ACEGLUMATE|DEANOL ACEGLUTAMATE|DIMETHYL MEA|NSC-2652|ORISTAR DMAE,Small molecule,4,278.3,,,-0.56,103.7,3,3,0,5,N,0.54,3.43,None,-1.11,-7.51,0,MOL,0,13,6,3,0,189.0637,ACID,C11H22N2O6,CC(=O)NC(CCC(=O)O)C(=O)O.CN(C)CCO,WKAVKKUXZAWHDM-UHFFFAOYSA-N
CHEMBL1201201,METHAMPHETAMINE,(S)-PHENYLMETHYLAMINOPROPANE|J6.362B|METAMFETAMINE|METHAMPHETAMINE|NSC-25115,Small molecule,4,149.24,27,77,1.84,12.03,1,1,0,3,Y,0.69,None,10.21,2.24,-0.44,1,MOL,0,11,1,1,0,149.1204,BASE,C10H15N,CN[C@@H](C)Cc1ccccc1,MYWUZJCMWCOHBA-VIFPVBQESA-N
CHEMBL1027,TIAGABINE,A-70569-1|ABBOTT-70569|ABBOTT-70569 FREE BASE|ABBOTT-70569-1|ABBOTT-705691 FREE BASE|ABT-569|ABT-569 FREE BASE|GABITRIL|Gabitril|NNC-05-0328|NNC-050328 FREE BASE|NO-05-0328|NO-050328 FREE BASE|TIAGABINE|Tiagabine,Small molecule,4,375.56,25,144,5.04,40.54,4,1,1,6,N,0.77,4.14,9.26,2.6,2.6,2,MOL,0,25,3,1,1,375.1327,ZWITTERION,C20H25NO2S2,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,PBJUNZJWGZTSKL-MRXNPFEDSA-N
CHEMBL10878,AGOMELATINE,AGOMELATINE|S-20098|S20098|THYMANAX|VALDOXAN,Small molecule,4,243.31,23,150,2.53,38.33,2,1,0,4,N,0.9,None,None,2.04,2.04,2,MOL,0,18,3,1,0,243.1259,NEUTRAL,C15H17NO2,COc1ccc2cccc(CCNC(C)=O)c2c1,YJYPHIXNFHFHND-UHFFFAOYSA-N
CHEMBL287631,PROGABIDE,Gabren|PROGABIDE|SL 76 002|SL-76002,Small molecule,0,334.78,8,38,3.29,75.68,3,2,0,6,N,0.63,8.5,4.99,3.31,3.27,2,MOL,0,23,4,3,0,334.0884,NEUTRAL,C17H16ClFN2O2,NC(=O)CCC/N=C(\c1ccc(Cl)cc1)c1cc(F)ccc1O,IBALRBWGSVJPAP-HEHNFIMWSA-N
CHEMBL778,DEXMEDETOMIDINE,"DEXMEDETOMIDINE|Dexmedetomidine|MEDETOMIDINE, (S)-|MPV-1440|Precedex",Small molecule,4,200.28,26,73,3.18,28.68,1,1,0,2,N,0.79,None,6.54,3.39,3.34,2,MOL,0,15,2,1,0,200.1313,NEUTRAL,C13H16N2,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,CUHVIMMYOGQXCV-NSHDSACASA-N
CHEMBL159776,PRAMIRACETAM,PRAMIRACETAM,Small molecule,0,269.39,4,17,0.84,52.65,3,1,0,7,N,0.75,None,9.61,0.1,-2.08,0,MOL,0,19,5,1,0,269.2103,BASE,C14H27N3O2,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,ZULJGOSFKWFVRX-UHFFFAOYSA-N
CHEMBL968,FLURAZEPAM,Dalmane|FLURAZEPAM|Flurazepam|INSUMIN,Small molecule,4,387.89,16,95,4,35.91,3,0,0,6,N,0.75,None,8.71,3.95,2.62,2,MOL,0,27,4,0,0,387.1514,BASE,C21H23ClFN3O,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,SAADBVWGJQAEFS-UHFFFAOYSA-N
CHEMBL277062,BROMAZEPAM,BROMAZEPAM|BROMAZEPAM CIV|LEXATIN|LEXOTAN|LEXOTANIL|Lectopam|NSC-140669|RO 5-3350|RO-5-3350,Small molecule,4,316.16,12,57,2.63,54.35,3,1,0,1,N,0.88,12.24,2.65,2.54,2.54,2,MOL,0,19,4,1,0,315.0007,NEUTRAL,C14H10BrN3O,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,VMIYHDSEFNYJSL-UHFFFAOYSA-N
CHEMBL33986,BUTORPHANOL,BUTORPHANOL|LEVO-BC-2627,Small molecule,4,327.47,25,110,3.37,43.7,3,2,0,2,N,0.88,9.86,10.7,2.89,0.81,1,MOL,0,24,3,2,0,327.2198,BASE,C21H29NO2,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,IFKLAQQSCNILHL-QHAWAJNXSA-N
CHEMBL43064,CINNARIZINE,516 MD|516-MD|APLACTAN|APLEXAL|ARTATE|CARECIN|CEREBOLAN|CEREPAR|CINAPERAZINE|CINARIZINE|CINAZYN|CINNACET|CINNAGERON|CINNARIZINE|CINNIPIRINE|CORATHIEM|DENAPOL|DIMITRON|EGLEN|FOLCODAL|GIGANTEN|GLANIL|HILACTAN|IXERTOL|KATOSERAN|LABYRIN|MARZINE R.F.|MIDRONAL|MITRONAL|MYLAN TRAVEL SICKNESS|NSC-758400|OLAMIN|PROCESSINE|R 1575|R 516|R-1575|R-516|SEDATROMIN|SEPAN|SIPTAZIN|SPADERIZINE|STUGERON|STUGERON FTE|STUNARONE|STUTGERON|STUTGIN|Stugeron,Small molecule,4,368.52,157,667,5.11,6.48,2,0,1,6,N,0.6,None,8.1,5.88,5.1,3,MOL,0,28,2,0,1,368.2252,NEUTRAL,C26H28N2,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,DERZBLKQOCDDDZ-JLHYYAGUSA-N
CHEMBL596,FENTANYL,ABSTRAL|ABSTRAL-|ACTIQ|AD 923|AD-923|BREAKYL|DURAGESIC-100|DURAGESIC-12|DURAGESIC-25|DURAGESIC-37|DURAGESIC-50|DURAGESIC-75|DUROGESIC|DUROGESIC D-TRANS|DUROGESIC DTRANS|Duragesic|EFFENTORA|EN-3267|EN3267|FENCINO|FENDROP|FENTALIS RESERVOIR|FENTANEST|FENTANYL|FENTANYL CII|FENTANYL-100|FENTANYL-12|FENTANYL-25|FENTANYL-37|FENTANYL-50|FENTANYL-62|FENTANYL-75|FENTANYL-87|Fentora|IDS-NF-001|IONSYS|Innovar|Ionsys|Leptanal|MATRIFEN|MEZOLAR MATRIX|MYLAFENT|N02AB03|OPIODUR|OSMACH|OSMANIL|Oralet|PECFENT|PHENTANYL|R 4263|RECIVIT|RECUVYRA|SUBLIMASE|SUBSYS|Sublimaze|TILOFYL|VICTANYL|YEMEX,Small molecule,4,336.48,58,356,4.14,23.55,2,0,0,6,N,0.79,None,8.77,3.82,2.43,2,MOL,0,25,3,0,0,336.2202,BASE,C22H28N2O,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,PJMPHNIQZUBGLI-UHFFFAOYSA-N
CHEMBL580,LORAZEPAM,ABBLORAZ|Ativan|LORAZ|LORAZEPAM|LORAZEPAM CIV|LORAZEPAM INTENSOL|LORAZEPAM PRESERVATIVE FREE|LOREEV XR|NSC-289758|TEMESTA|WY-4036,Small molecule,4,321.16,153,1043,3.1,61.69,3,2,0,1,N,0.85,10.61,None,3.53,3.53,2,MOL,0,21,4,2,0,320.0119,NEUTRAL,C15H10Cl2N2O2,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N
CHEMBL100116,PENTAZOCINE,"DL-PENTAZOCINE|Fortral|NIH-7958|NSC-107430|PENTAZOCINE|PENTAZOCINE CIV|Talwin|WIN 20,228|WIN-20228",Small molecule,4,285.43,4,11,3.88,23.47,2,1,0,2,N,0.83,10.42,9.57,3.89,1.99,1,MOL,0,21,2,1,0,285.2093,BASE,C19H27NO,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,VOKSWYLNZZRQPF-UHFFFAOYSA-N
CHEMBL809,SERTRALINE,SERTRALINE|Sertraline,Small molecule,4,306.24,181,946,5.18,12.03,1,1,1,2,N,0.81,None,9.56,5.15,3.02,2,MOL,0,20,1,1,1,305.0738,BASE,C17H17Cl2N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,VGKDLMBJGBXTGI-SJCJKPOMSA-N
CHEMBL3,NICOTINE,HABITROL|NICABATE|NICODERM CQ|NICOPASS|NICOPATCH|NICORETTE INVISI|NICOTINE|NICOTINELL CLASSIC|NICOTINELL SUPPORT|NICOTINELL TTS 10|NICOTINELL TTS 20|NICOTINELL TTS 30|NIQUITIN|NIQUITIN CLR|NIQUITIN MINIS CHERRY|NIQUITIN MINIS MINT|NIQUITIN MINIS ORANGE|NIQUITIN MINT|NIQUITIN PRE-QUIT|NIQUITIN STRIPS MINT|Nicoderm|Nicotine|Nicotrol|Nicotrol Inhaler|Nicotrol NS|PROSTEP|STOPPERS|STUBIT,Small molecule,4,162.24,216,1692,1.85,16.13,2,0,0,1,Y,0.63,None,8.58,1.16,-0.04,1,MOL,0,12,2,0,0,162.1157,BASE,C10H14N2,CN1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-N
CHEMBL1324,TOLCAPONE,RO 40-7592|RO-40-7592|RO-407592|TOLCAPONE|Tasmar,Small molecule,4,273.24,46,261,2.55,100.67,5,2,0,3,N,0.39,5.59,None,3.28,1.69,2,MOL,0,20,6,2,0,273.0637,ACID,C14H11NO5,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,MIQPIUSUKVNLNT-UHFFFAOYSA-N
CHEMBL1100,PARAMETHADIONE,ISOETHADIONE|NSC-760129|PARAMETHADIONE|Paradione|Paramethadione,Small molecule,4,157.17,3,4,0.76,46.61,3,0,0,1,Y,0.56,None,None,1.03,1.03,0,MOL,0,11,4,0,0,157.0739,None,C7H11NO3,CCC1(C)OC(=O)N(C)C1=O,VQASKUSHBVDKGU-UHFFFAOYSA-N
CHEMBL1732,DIHYDROERGOTAMINE,"9,10-DIHYDROERGOTAMINE|DIHYDROERGOTAMINE|Dihydroergotamine|MAP-0004|MAP0004|NEOMIGRAN",Small molecule,4,583.69,136,357,2.08,118.21,6,3,1,4,N,0.43,9.69,8.39,2.71,1.84,3,MOL,0,43,10,3,1,583.2795,NEUTRAL,C33H37N5O5,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,LUZRJRNZXALNLM-JGRZULCMSA-N
CHEMBL154111,SALSALATE,DISALICYCLIC ACID|Disalcid|NSC-49171|SALICYLSALICYLIC ACID|SALSALATE|SASAPYRINE,Small molecule,4,258.23,118,310,2.31,83.83,4,2,0,3,N,0.65,3.4,None,3.64,0.23,2,MOL,0,19,5,2,0,258.0528,ACID,C14H10O5,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,WVYADZUPLLSGPU-UHFFFAOYSA-N
CHEMBL1373,MODAFINIL,CEP 1538|CEP-1538|CRC-40476|CRL 40476|CRL-40476|DEP-1538|MODAFINIL|MODAFINIL CIV|MODAPHONIL|MODIODAL|NSC-751178|NSC-759110|Provigil|THN-102 COMPONENT MODAFINIL|THN102 COMPONENT MODAFINIL,Small molecule,4,273.36,142,849,2.01,60.16,2,1,0,5,N,0.91,8.84,None,1.53,1.52,2,MOL,0,19,3,2,0,273.0823,NEUTRAL,C15H15NO2S,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N
CHEMBL1115,PYRIDOSTIGMINE,Mestinon|PYRIDOSTIGMINE|PYRIDOSTIGMINE CATION|PYRIDOSTIGMINE ION|Pyridostigmine|Regonol,Small molecule,4,181.22,31,86,0.57,33.42,2,0,0,1,Y,0.59,None,None,-3.47,-3.47,1,MOL,0,13,4,0,0,181.0972,NEUTRAL,C9H13N2O2+,CN(C)C(=O)Oc1ccc[n+](C)c1,RVOLLAQWKVFTGE-UHFFFAOYSA-N
CHEMBL47050,PENFLURIDOL,"MCN-JR-16,341|MCN-JR-16341|Micefal|NSC-759179|PENFLURIDOL|R 16,341|R-16341|Semap",Small molecule,0,523.97,50,133,7.53,23.47,2,1,2,7,N,0.32,13.9,8.96,7.25,5.68,3,MOL,0,36,2,1,2,523.1701,BASE,C28H27ClF5NO,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,MDLAAYDRRZXJIF-UHFFFAOYSA-N
CHEMBL93077,ADRAFINIL,ADRAFINIL|OLMIFON,Small molecule,0,289.36,6,12,2.03,66.4,3,2,0,5,N,0.65,8.1,None,1.53,1.45,2,MOL,0,20,4,2,0,289.0773,NEUTRAL,C15H15NO3S,O=C(C[S+]([O-])C(c1ccccc1)c1ccccc1)NO,CGNMLOKEMNBUAI-UHFFFAOYSA-N
CHEMBL1086,DIBUCAINE,CINCHOCAINE|DIBUCAINE|Dibucaine|NSC-159055|Nupercainal,Small molecule,4,343.47,41,126,3.49,54.46,4,1,0,10,N,0.67,None,9.04,3.7,2.05,2,MOL,0,25,5,1,0,343.226,BASE,C20H29N3O2,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,PUFQVTATUTYEAL-UHFFFAOYSA-N
CHEMBL1089,PHENELZINE,Nardil|PHENELZINE|Phenelzine,Small molecule,4,136.2,159,768,0.69,38.05,2,2,0,3,Y,0.47,None,5.55,1.2,1.2,1,MOL,0,10,2,3,0,136.1,NEUTRAL,C8H12N2,NNCCc1ccccc1,RMUCZJUITONUFY-UHFFFAOYSA-N
CHEMBL1108,DROPERIDOL,DROLEPTAN|DROPERIDOL|Dridol|Inapsine|MCN-JR-4749|NSC-169874|R-4749,Small molecule,4,379.44,142,698,3.68,58.1,4,1,0,6,N,0.66,12.72,6.75,3.01,2.93,3,MOL,0,28,5,1,0,379.1696,NEUTRAL,C22H22FN3O2,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,RMEDXOLNCUSCGS-UHFFFAOYSA-N
CHEMBL4297107,IPRAZOCHROME,DIVASCAN|IPRAZOCHROME|NSC-10065,Small molecule,0,264.29,,,-0.51,108.02,5,3,0,2,N,0.46,11.64,2.12,-0.45,-0.45,0,MOL,0,19,7,4,0,264.1222,NEUTRAL,C12H16N4O3,CC(C)N1CC(O)C2=CC(=NNC(N)=O)C(=O)C=C21,XZKVIDLLLOUTSS-UHFFFAOYSA-N
CHEMBL1218,RAMELTEON,RAMELTEON|Rozerem|TAK-375|TAK375,Small molecule,4,259.35,21,41,2.57,38.33,2,1,0,4,N,0.9,None,None,2.57,2.57,1,MOL,0,19,3,1,0,259.1572,NEUTRAL,C16H21NO2,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,YLXDSYKOBKBWJQ-LBPRGKRZSA-N
CHEMBL1214124,PERAMPANEL,E-2007|E2007|ER-155055-90|FYCOMPA|PERAMPANEL,Small molecule,4,349.39,11,41,4.44,58.68,4,0,0,3,N,0.55,None,4.01,4.11,4.11,4,MOL,0,27,4,0,0,349.1215,NEUTRAL,C23H15N3O,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,PRMWGUBFXWROHD-UHFFFAOYSA-N
CHEMBL940,GABAPENTIN,CI-945|DM-1796|GABAPENTIN|GOE 3450|GOE-3450|GRALISE|NSC-742194|NSC-759254|Neurontin,Small molecule,4,171.24,143,1091,1.37,63.32,2,2,0,3,N,0.67,4.63,9.91,-1.27,-1.27,0,MOL,0,12,3,3,0,171.1259,ZWITTERION,C9H17NO2,NCC1(CC(=O)O)CCCCC1,UGJMXCAKCUNAIE-UHFFFAOYSA-N
CHEMBL354077,AMIFAMPRIDINE,"3,4-DAP|3,4-Diammoniopyridinium|4-DAP|AMIFAMPRIDINE|DAP|DYNAMINE|NSC-521760|Pyridine-3,4-Diamine|RUZURGI",Small molecule,4,109.13,12,53,0.25,64.93,3,2,0,0,N,0.5,None,9.25,-0.9,-1.84,1,MOL,0,8,3,4,0,109.064,BASE,C5H7N3,Nc1ccncc1N,OYTKINVCDFNREN-UHFFFAOYSA-N
CHEMBL1213460,ETHYL LOFLAZEPATE,ETHYL LOFLAZEPATE|MEILAX,Small molecule,0,360.77,17,19,3.2,67.76,4,1,0,3,N,0.67,9.49,None,3.85,3.85,2,MOL,0,25,5,1,0,360.0677,NEUTRAL,C18H14ClFN2O3,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,CUCHJCMWNFEYOM-UHFFFAOYSA-N
CHEMBL1614644,IMIPRAMINOXIDE,IMIPRAMINE N-OXIDE|IMIPRAMINE OXIDE|IMIPRAMINOXIDE,Small molecule,0,296.41,1,4,3.89,26.3,2,0,0,4,N,0.63,None,4.46,3.15,3.15,2,MOL,0,22,3,0,0,296.1889,NEUTRAL,C19H24N2O,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,QZIQORUGXBPDSU-UHFFFAOYSA-N
CHEMBL277945,SULTOPRIDE,SULTOPRIDE|SULTOPRIDE HYDROCHLORIDE,Small molecule,0,354.47,7,14,1.7,75.71,5,1,0,7,N,0.81,13.22,6.99,1.08,0.94,1,MOL,0,24,6,1,0,354.1613,NEUTRAL,C17H26N2O4S,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,UNRHXEPDKXPRTM-UHFFFAOYSA-N
